IDs,smiles,clusters
ZINC000071711885,Cn1c(-c2nccn2Cc3ccc(C(=O)O)s3)nc4ccccc41,116
ZINC000000029114,Cc1ccc(C)n1-c2cccc(C(=O)O)c2,116
ZINC000001578094,C[n+]1cc(C(=O)c2ccccc2)c3ccccc3c1,116
ZINC000003246115,Cc1nc2ccccn2c1C(=O)c3ccccc3,116
ZINC000097113040,COC[C@@H](C)OC(=O)c1ccc2c(c1)nc(C)n2C,116
ZINC000015512769,Cc1cc2ncn(C[C@H](O)c3ccccc3)c2cc1C,116
ZINC000065380325,COc1ccc(CN(C)c2nc(C)cc(C)n2)cc1,116
ZINC000000334660,Cc1cc2ncn(C[C@@H](O)COc3ccccc3)c2cc1C,116
ZINC000001638344,Cc1cccc(C=C2C(=O)NC(=S)NC2=O)c1,117
ZINC000020267489,CC/C(/NC1CC1)=C\2/C(=O)NC(=O)N(Cc3ccccc3)C2=O,117
ZINC000000072099,COc1ccccc1/C=C\2/NC(=O)NC2=O,117
ZINC000253623729,COC(=O)C1=CNC(=O)[C@@H]([C@H](CC(N)=O)c2ccc(OC)cc2)C1=O,117
ZINC000000114378,CCOC(=O)[C@H]1C(C)=NC(=O)N[C@@H]1c2ccc(C)cc2,117
ZINC000000324265,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c2ccc(OC(C)=O)cc2,117
ZINC000006361260,CN/C=C/1\C(=O)NC(=O)N(c2ccccc2)C1=O,117
ZINC000001621519,Cc1cccc(C=C2C(=O)NC(=O)NC2=O)c1,117
ZINC000032812593,CCOC(=O)C1=C(C)N(C)C(=O)N[C@@H]1c2cccc(C)c2,117
ZINC000408916990,COc1ccc(/C=C/2\C(=O)NC(=S)N(C)C2=O)c(OC)c1C,117
ZINC000000151580,Cc1nc(N)sc1C(=O)OCc2ccccc2,118
ZINC000000313989,Cc1csc(NC(=O)c2ccccc2C(=O)O)n1,118
ZINC000007007382,Cc1cccc(C(=O)Nc2ncc(C)s2)c1,118
ZINC000009667838,CC(=O)S[C@H](C)C(=O)Nc1sc2c(c1C(N)=O)CCCC2,118
ZINC000022576271,Cc1cnc(NC(=O)c2cc(F)ccc2F)s1,118
ZINC000010775018,CC(=O)Nc1ccc(NC(=O)c2cccs2)cc1C,118
ZINC000008718529,CC(=O)Nc1ccc(CC(=O)Nc2nccs2)cc1,118
ZINC000009869007,COC(=O)c1ccc(C(=O)Nc2nc(C)cs2)cc1,118
ZINC000040106512,Cc1ccccc1NC(=O)c2scnc2C,118
ZINC000000433822,COC(=O)c1sccc1NC(=O)c2ccccc2C,118
ZINC000002026827,Clc1ccc(N2CCN(c3ccnc(Cl)n3)CC2)cc1,119
ZINC000257274281,Cc1c[nH]c(-c2nccnc2[C@H]3CCCN(c4ccccn4)C3)n1,119
ZINC000097259198,Fc1ccc(CN2CCN(c3ccc4nccn4n3)CC2)c(F)c1,119
ZINC000072410934,Cc1nccnc1N2CCC[C@H](c3nnc(CN4CCCC4)n3C)C2,119
ZINC000133842429,Cc1csc(N2CCN(Cc3ccc(N4CCCC4)nc3)CC2)n1,119
ZINC000055543528,Fc1ccc(CN2CCN(c3ccccc3)CC2)cc1,119
ZINC000069394010,Cn1ccnc1CN2CCN(Cc3cn4ccccc4n3)CC2,119
ZINC000257314559,Cc1cc2nccc(C3CCN(c4cnccn4)CC3)n2n1,119
ZINC000001503769,Cc1nc(-c2ccccn2)cc(N3CCN(c4ccccn4)CC3)n1,119
ZINC000028069573,Cc1cn2nc(N3CCN(Cc4cccnc4)CC3)sc2n1,119
ZINC000006685535,S=C(NC[C@@H]1CCCO1)N/N=C/C2CCCCC2,120
ZINC000005119973,CC(C)NC(=S)NN=C1CCCCC1,120
ZINC000000450518,Cc1cccc(NC(=S)NCc2ccccc2)c1,120
ZINC000038375086,CNC(=S)N/N=C(/C)\c1cc(OC)ccc1OC,120
ZINC000005260656,C/C(=N\NC(N)=S)/c1cccc(N)c1,120
ZINC000003097897,Cc1ccc(/C(=N/O)/c2ccccc2)cc1,120
ZINC000097943443,COC(=O)/C(/Cl)=N/Nc1ccc(C)cc1,120
ZINC000013152556,C/C(=N\Nc1ccccc1)/c2cccc(N)c2,120
ZINC000007892095,Cc1ccccc1N/N=C/c2ccccc2O,120
ZINC000004946999,Cc1ccc(C(=O)ONC(=N)c2ccccc2)cc1,120
ZINC000225418717,O=C(CN1Cc2ccccc2C1=O)NC[C@H]3CCC[N@@H+]4CCCC[C@H]34,121
ZINC000095982350,O=C(NCc1ccccc1)[C@H]2CC[N@H+](Cc3cnc4cnccn34)CC2,121
ZINC000069849236,O=C(c1cccc(C[NH+]2CCCC2)c1)N3CCC[C@@H]([NH+]4CCCC4)C3,121
ZINC000096055684,O=C1C[C@@H]2[C@H](CC[N@H+]2Cc3ccncc3)N1Cc4ccncc4,121
ZINC000022285571,O=C(CN1CCN(C(=O)C2CCCCC2)CC1)NCc3ccccc3,121
ZINC000047459885,O=C(NCCC[NH+]1CCN(Cc2ccccc2)CC1)C3CCCCC3,121
ZINC000426436742,O=C(NCCCc1ccccn1)N2CCC[C@@H](C[n+]3cc[nH]c3)C2,121
ZINC000096184648,O=C(c1ccc(F)cc1)N2CC[C@H]3[C@H]2CC[N@@H+]3Cc4cccnc4,121
ZINC000096081020,O=C(c1ccncc1)N2C[C@H]3C[NH+](CCCc4ccccc4)C[C@@H]3C2,121
ZINC000019834517,O=C(NCCCN1CC[NH+](Cc2ccccc2)CC1)c3cccs3,121
ZINC000078995886,CCC[C@H](C)[N@H+]1CC[C@H](NC(=O)c2ccccc2)CC1,122
ZINC000006729628,CC(=O)N1CCC(C(=O)N[C@@H](C)CCc2ccccc2)CC1,122
ZINC000005045758,C[C@@H]1CCCN(C(=O)[C@H]2CC[N@H+](Cc3ccccn3)CC2)C1,122
ZINC000004362587,C[NH+]1CCN(c2ccc(CNC(=O)C3CCCCC3)cc2)CC1,122
ZINC000067867047_1,CN1CC[N@H+](C)C2(CCN(C(=O)C(C)(C)c3ccccc3)CC2)C1,122
ZINC000012729440,Cc1cccc(C)c1NC(=O)CNC(=O)[C@H](C)[N@@H+]2CCC[C@@H](C)C2,122
ZINC000158144283,C[C@@H]([NH3+])C(=O)N1CCC(CCC[NH+](C)C)CC1,122
ZINC000044336420,Cc1cccc(C[NH+]2CCN(C(=O)[C@@H]3CCN(C)C(=O)C3)CC2)c1,122
ZINC000257216831,CNC(=O)[C@@H]1C[N@H+](Cc2ccccc2)CCN1C(C)=O,122
ZINC000036389923,C[C@@H]1CCCC[C@H]1NC(=O)CN2CCN(C(=O)c3ccccc3)CC2,122
ZINC000257333901,O=C(C[NH+]1CCCCC1)NC[C@@]2(O)CCN(c3cnccn3)C2,123
ZINC000257204907,O=C(CCc1ccccc1)N2C[C@@H](O)[C@H]([NH+]3CCC(F)(F)CC3)C2,123
ZINC000257221916,O=C(CCn1ccnc1)N[C@@H]2CCC[C@@H]([NH+]3CCCC3)[C@@H]2O,123
ZINC000223961230,O=C(C[N@@H+]1CCC[C@@H](O)C1)N2CCC(CCc3ccccc3)CC2,123
ZINC000257242441,O=C(c1cccnc1)N2CC[C@@](O)(C[NH+]3CCOCC3)C2,123
ZINC000092061641,Cc1cccc(OCC(=O)N2C[C@H](CO)[C@@H](C[NH+]3CCCCC3)C2)c1,123
ZINC000257283878,O=C(Cc1cccnc1)N2C[C@@H](O)[C@H]([N@H+]3CCc4ccccc4C3)C2,123
ZINC000072269526,Cc1ccc(CCCC(=O)N2CC[NH+]([C@@H]3CCC[C@H]3O)CC2)cc1,123
ZINC000018240715,O=C1C[C@@H]([N@H+]2CC[C@H](C(=O)O)CC2)C(=O)N1CCc3ccccc3,123
ZINC000215571471,CCc1nccn1CCC(=O)NC[C@H]2COc3ccccc3O2,124
ZINC000000457204,O=C(NCc1ccc2c(c1)OCO2)N3CCOCC3,124
ZINC000003402667,O=C(CCCn1c(=O)oc2ccccc21)NCc3ccccc3,124
ZINC000020745570,C[NH+]1CCN(CC(=O)NC[C@@H]2COc3ccccc3O2)CC1,124
ZINC000096246438,COc1ccc(CN2C(=O)CO[C@@H]3C[N@H+](C[C@H]4CCOC4)C[C@H]32)cc1,124
ZINC000050857092,Cc1c(C(=O)N2CCO[C@H](C(N)=O)C2)oc3c1ccc4ccccc43,124
ZINC000000423111,Cc1ccc2c(c1)N(CC(=O)NC3CCCCC3)C(=O)CO2,124
ZINC000072411862,CC(=O)N1CC[NH+](C[C@H]2CC[C@@H](Cc3ccc4c(c3)OCO4)O2)CC1,124
ZINC000012196090,C[NH+](C)[C@H](CNC(=O)c1ccccc1)c2ccc3c(c2)OCO3,124
ZINC000097575157,Cc1ccc2nc(CCCNC(=O)Cn3ccccc3=O)oc2c1,124
ZINC000088374180,O=C(O)[C@@H]1COCCN1C(=O)CCCc2ccccc2,125
ZINC000082271233,O=C(O)[C@H]1CCCCN1C(=O)c2ccc3[nH]ccc3c2,125
ZINC000034202520,O=C(O)[C@H]1CCCN1C(=O)CCCc2ccccc2,125
ZINC000043700570,O=C(O)[C@@H]1CN(C(=O)c2ccc3c(c2)CCC3)CCO1,125
ZINC000019264793,O=C(O)C1CCN(C(=O)CCCc2cccs2)CC1,125
ZINC000043700783,O=C(O)[C@@H]1CN(C(=O)CCc2ccco2)CCO1,125
ZINC000094183711,O=C(O)[C@H]1CCN(C(=O)c2ccc(F)c(F)c2F)C1,125
ZINC000037433312,Cc1ccc(CCC(=O)N2CCC(C(=O)O)CC2)cc1,125
ZINC000238102483,O=C(O)C1CCN(C(=O)CCc2cccc(F)c2F)CC1,125
ZINC000094646272,Cc1ncccc1C(=O)N2CC[C@@H](C(=O)O)C2,125
ZINC000012811520,Cc1cc(C)cc(OCC[N@H+](C)[C@H](C)C(=O)NC2CCCCC2)c1,126
ZINC000229575641_1,COc1ccc(OC)c([C@@H]2CCC[N@H+]2CC(=O)N3CCC[C@@H](C)C3)c1,126
ZINC000040475914,Cc1cccc(OCC[NH+]2CCN(CC(=O)N3CCCCC3)CC2)c1,126
ZINC000070007706,COc1c(C)cc(C[N@@H+](C)[C@H]2CCN(C)C2=O)cc1C,126
ZINC000079091144,COC[C@@H]1CCC[N@H+](CC(=O)NCc2ccccc2OC)C1,126
ZINC000007240776,COc1cc(C(=O)NCCC[N@H+]2CCCC[C@H]2C)ccc1C,126
ZINC000299758521,COCC[N@H+]1CCC[C@@H](CN(C)C(=O)Nc2ccc(C)c(OC)c2)C1,126
ZINC000011764061,Cc1ccc(OC2CCN(C(=O)C[C@@H]3C(=O)NCCN3C)CC2)cc1,126
ZINC000058307781,COc1ccc(C)cc1CC(=O)N2CC[NH+](C)CC2,126
ZINC000009319071,Cc1ccnc(NC(=O)c2cc(-c3ccccc3)n[nH]2)c1,127
ZINC000006823132,Cc1ccc(NC(=O)c2ncn(-c3ccccc3)n2)cc1C,127
ZINC000161564395,Cc1cccc(C(=O)Nc2cc[nH]n2)c1F,127
ZINC000012781601,Cc1cc(F)ccc1NC(=O)c2cnn3cccnc23,127
ZINC000252498291,Cc1ccc(NC(=O)c2ncn(-c3ccc(F)c(F)c3)n2)cc1,127
ZINC000069776883,Cc1nc(NC(=O)[C@@H](c2ccccc2)n3cccn3)sc1C,127
